date,shift,machine_id,unit,department,reason,duration_minutes
2026-07-02,3,RF-11,Unit I,Spinning,Maintenance - scheduled,120
2026-07-02,3,VTX-06,Unit I,Spinning,Maintenance - scheduled,155
2026-07-03,1,TOY-07,Unit I,Weaving,Bobbin shortage,110
2026-07-03,1,TOY-09,Unit I,Weaving,Traveller change work,15
2026-07-03,1,VTX-02,Unit I,Spinning,Bobbin shortage,67
2026-07-03,1,VTX-10,Unit I,Spinning,Voltage fluctuation PBM,11
2026-07-03,1,AJ-02,Unit I,Spinning,Bobbin shortage,47
2026-07-03,2,TOY-02,Unit I,Weaving,Bobbin shortage,80
2026-07-03,2,TOY-08,Unit I,Weaving,Voltage fluctuation PBM,8
2026-07-03,2,RF-01,Unit I,Spinning,Traveller change work,21
2026-07-03,2,RF-07,Unit I,Spinning,Maintenance - scheduled,169
2026-07-03,2,RF-10,Unit I,Spinning,Bobbin shortage,110
2026-07-03,2,VTX-06,Unit I,Spinning,Bobbin shortage,33
2026-07-03,2,AJ-03,Unit I,Spinning,Maintenance - scheduled,149
2026-07-03,3,TSU-05,Unit I,Weaving,Voltage fluctuation PBM,7
2026-07-03,3,RF-11,Unit I,Spinning,Traveller change work,27
2026-07-03,3,VTX-01,Unit I,Spinning,Maintenance - scheduled,128
2026-07-03,3,VTX-12,Unit I,Spinning,Maintenance - scheduled,123
2026-07-03,3,AJ-02,Unit I,Spinning,Sort change work,31
2026-07-03,3,AJ-05,Unit I,Spinning,Full cleaning work,121
2026-07-04,1,TSU-02,Unit I,Weaving,Bobbin shortage,103
2026-07-04,1,TSU-10,Unit I,Weaving,Weft break PBM,32
2026-07-04,1,SUL-01,Unit I,Weaving,Weft break PBM,45
2026-07-04,1,SUL-04,Unit I,Weaving,Sort change work,42
2026-07-04,1,RF-01,Unit I,Spinning,Sort change work,68
2026-07-04,1,VTX-05,Unit I,Spinning,Sort change work,67
2026-07-04,1,AJ-05,Unit I,Spinning,Loom runout,41
2026-07-04,2,TOY-03,Unit I,Weaving,Weft break PBM,44
2026-07-04,2,TOY-11,Unit I,Weaving,Weft break PBM,30
2026-07-04,2,TSU-03,Unit I,Weaving,Voltage fluctuation PBM,17
2026-07-04,2,TSU-09,Unit I,Weaving,Traveller change work,25
2026-07-04,2,VTX-01,Unit I,Spinning,Bobbin shortage,78
2026-07-04,2,AJ-02,Unit I,Spinning,Maintenance - scheduled,68
2026-07-04,3,TOY-07,Unit I,Weaving,Maintenance - scheduled,73
2026-07-04,3,TSU-08,Unit I,Weaving,Weft break PBM,34
2026-07-04,3,RF-11,Unit I,Spinning,Full cleaning work,88
2026-07-04,3,VTX-07,Unit I,Spinning,Voltage fluctuation PBM,9
2026-07-04,3,VTX-08,Unit I,Spinning,Bobbin shortage,120
2026-07-05,1,TOY-02,Unit I,Weaving,Bobbin shortage,47
2026-07-05,1,TOY-08,Unit I,Weaving,Maintenance - scheduled,98
2026-07-05,1,TSU-07,Unit I,Weaving,Full cleaning work,85
2026-07-05,1,SUL-03,Unit I,Weaving,Bobbin shortage,50
2026-07-05,1,RF-08,Unit I,Spinning,Full cleaning work,116
2026-07-05,1,VTX-06,Unit I,Spinning,Sort change work,69
2026-07-05,1,AJ-05,Unit I,Spinning,Maintenance - scheduled,62
2026-07-05,2,TOY-02,Unit I,Weaving,Voltage fluctuation PBM,11
2026-07-05,2,TOY-08,Unit I,Weaving,Weft break PBM,19
2026-07-05,2,TSU-01,Unit I,Weaving,Maintenance - scheduled,177
2026-07-05,2,TSU-07,Unit I,Weaving,Weft break PBM,38
2026-07-05,2,RF-10,Unit I,Spinning,Sort change work,62
2026-07-05,2,RF-11,Unit I,Spinning,Sort change work,42
2026-07-05,2,VTX-06,Unit I,Spinning,Full cleaning work,89
2026-07-05,3,TOY-02,Unit I,Weaving,Weft break PBM,17
2026-07-05,3,TSU-03,Unit I,Weaving,Sort change work,80
2026-07-05,3,TSU-05,Unit I,Weaving,Sort change work,39
2026-07-05,3,SUL-03,Unit I,Weaving,Full cleaning work,150
2026-07-05,3,VTX-03,Unit I,Spinning,Full cleaning work,113
2026-07-06,1,TOY-02,Unit I,Weaving,Traveller change work,17
2026-07-06,1,TOY-04,Unit I,Weaving,Sort change work,69
2026-07-06,1,TOY-08,Unit I,Weaving,Sort change work,53
2026-07-06,1,TOY-15,Unit I,Weaving,Traveller change work,26
2026-07-06,1,SUL-03,Unit I,Weaving,Bobbin shortage,112
2026-07-06,1,RF-07,Unit I,Spinning,Sort change work,90
2026-07-06,1,RF-09,Unit I,Spinning,Full cleaning work,105
2026-07-06,1,VTX-06,Unit I,Spinning,Loom runout,33
2026-07-06,1,VTX-08,Unit I,Spinning,Voltage fluctuation PBM,12
2026-07-06,1,VTX-12,Unit I,Spinning,Traveller change work,25
2026-07-06,1,AJ-01,Unit I,Spinning,Traveller change work,17
2026-07-06,2,TOY-02,Unit I,Weaving,Voltage fluctuation PBM,20
2026-07-06,2,TOY-06,Unit I,Weaving,Full cleaning work,125
2026-07-06,2,TOY-15,Unit I,Weaving,Loom runout,33
2026-07-06,2,TSU-05,Unit I,Weaving,Weft break PBM,21
2026-07-06,2,SUL-01,Unit I,Weaving,Weft break PBM,34
2026-07-06,2,SUL-04,Unit I,Weaving,Full cleaning work,87
2026-07-06,2,RF-02,Unit I,Spinning,Weft break PBM,43
2026-07-06,2,VTX-04,Unit I,Spinning,Traveller change work,24
2026-07-06,2,AJ-01,Unit I,Spinning,Bobbin shortage,33
2026-07-06,2,AJ-02,Unit I,Spinning,Bobbin shortage,89
2026-07-06,3,TOY-01,Unit I,Weaving,Loom runout,37
2026-07-06,3,TOY-05,Unit I,Weaving,Bobbin shortage,101
2026-07-06,3,TSU-10,Unit I,Weaving,Weft break PBM,23
2026-07-06,3,VTX-06,Unit I,Spinning,Loom runout,32
2026-07-06,3,VTX-07,Unit I,Spinning,Weft break PBM,24
2026-07-06,3,VTX-11,Unit I,Spinning,Voltage fluctuation PBM,19
2026-07-07,1,TOY-04,Unit I,Weaving,Full cleaning work,104
2026-07-07,1,TSU-05,Unit I,Weaving,Loom runout,53
2026-07-07,1,RF-02,Unit I,Spinning,Maintenance - scheduled,106
2026-07-07,1,RF-10,Unit I,Spinning,Bobbin shortage,101
2026-07-07,1,RF-12,Unit I,Spinning,Loom runout,36
2026-07-07,1,VTX-08,Unit I,Spinning,Loom runout,56
2026-07-07,2,TOY-01,Unit I,Weaving,Weft break PBM,22
2026-07-07,2,TOY-02,Unit I,Weaving,Bobbin shortage,31
2026-07-07,2,TOY-08,Unit I,Weaving,Sort change work,54
2026-07-07,2,RF-11,Unit I,Spinning,Voltage fluctuation PBM,13
2026-07-07,2,VTX-06,Unit I,Spinning,Voltage fluctuation PBM,11
2026-07-07,3,TOY-08,Unit I,Weaving,Maintenance - scheduled,128
2026-07-07,3,TOY-11,Unit I,Weaving,Traveller change work,18
2026-07-07,3,TOY-14,Unit I,Weaving,Bobbin shortage,110
2026-07-07,3,TSU-03,Unit I,Weaving,Loom runout,55
2026-07-07,3,TSU-06,Unit I,Weaving,Full cleaning work,139
2026-07-07,3,RF-04,Unit I,Spinning,Voltage fluctuation PBM,18
2026-07-07,3,RF-09,Unit I,Spinning,Loom runout,46
2026-07-08,1,TOY-08,Unit I,Weaving,Bobbin shortage,32
2026-07-08,1,TSU-01,Unit I,Weaving,Weft break PBM,23
2026-07-08,1,TSU-10,Unit I,Weaving,Loom runout,37
2026-07-08,1,SUL-05,Unit I,Weaving,Weft break PBM,27
2026-07-08,1,RF-11,Unit I,Spinning,Weft break PBM,17
2026-07-08,2,TOY-02,Unit I,Weaving,Loom runout,58
2026-07-08,2,TOY-03,Unit I,Weaving,Bobbin shortage,78
2026-07-08,2,TOY-04,Unit I,Weaving,Maintenance - scheduled,85
2026-07-08,2,TOY-08,Unit I,Weaving,Traveller change work,24
2026-07-08,2,TOY-11,Unit I,Weaving,Sort change work,87
2026-07-08,2,TOY-14,Unit I,Weaving,Voltage fluctuation PBM,16
2026-07-08,2,TOY-15,Unit I,Weaving,Maintenance - scheduled,68
2026-07-08,2,RF-01,Unit I,Spinning,Weft break PBM,45
2026-07-08,2,VTX-01,Unit I,Spinning,Maintenance - scheduled,160
2026-07-08,2,VTX-02,Unit I,Spinning,Maintenance - scheduled,177
2026-07-08,2,VTX-06,Unit I,Spinning,Maintenance - scheduled,163
2026-07-08,3,TOY-04,Unit I,Weaving,Maintenance - scheduled,94
2026-07-08,3,TOY-06,Unit I,Weaving,Voltage fluctuation PBM,13
2026-07-08,3,TOY-08,Unit I,Weaving,Sort change work,89
2026-07-08,3,TSU-01,Unit I,Weaving,Traveller change work,25
2026-07-08,3,TSU-06,Unit I,Weaving,Loom runout,20
2026-07-08,3,TSU-10,Unit I,Weaving,Voltage fluctuation PBM,16
2026-07-08,3,SUL-02,Unit I,Weaving,Sort change work,87
2026-07-08,3,SUL-03,Unit I,Weaving,Loom runout,22
2026-07-08,3,RF-06,Unit I,Spinning,Voltage fluctuation PBM,10
2026-07-08,3,RF-09,Unit I,Spinning,Traveller change work,19
2026-07-08,3,RF-10,Unit I,Spinning,Full cleaning work,145
2026-07-08,3,RF-11,Unit I,Spinning,Maintenance - scheduled,163
2026-07-08,3,AJ-01,Unit I,Spinning,Weft break PBM,33
2026-07-09,1,TOY-08,Unit I,Weaving,Voltage fluctuation PBM,17
2026-07-09,1,TSU-05,Unit I,Weaving,Maintenance - scheduled,158
2026-07-09,1,RF-08,Unit I,Spinning,Traveller change work,28
2026-07-09,1,RF-12,Unit I,Spinning,Maintenance - scheduled,90
2026-07-09,1,AJ-03,Unit I,Spinning,Traveller change work,27
2026-07-09,2,TOY-01,Unit I,Weaving,Traveller change work,22
2026-07-09,2,TOY-02,Unit I,Weaving,Traveller change work,10
2026-07-09,2,TOY-04,Unit I,Weaving,Sort change work,89
2026-07-09,2,TOY-08,Unit I,Weaving,Loom runout,24
2026-07-09,2,TOY-10,Unit I,Weaving,Voltage fluctuation PBM,10
2026-07-09,2,TOY-14,Unit I,Weaving,Loom runout,42
2026-07-09,2,TSU-10,Unit I,Weaving,Traveller change work,25
2026-07-09,2,SUL-03,Unit I,Weaving,Full cleaning work,62
2026-07-09,2,SUL-05,Unit I,Weaving,Full cleaning work,119
2026-07-09,2,RF-01,Unit I,Spinning,Loom runout,57
2026-07-09,2,RF-08,Unit I,Spinning,Full cleaning work,91
2026-07-09,2,RF-11,Unit I,Spinning,Loom runout,23
2026-07-09,2,VTX-06,Unit I,Spinning,Bobbin shortage,39
2026-07-09,2,VTX-12,Unit I,Spinning,Voltage fluctuation PBM,15
2026-07-09,2,AJ-02,Unit I,Spinning,Sort change work,89
2026-07-09,2,AJ-05,Unit I,Spinning,Loom runout,26
2026-07-09,3,TOY-02,Unit I,Weaving,Traveller change work,28
2026-07-09,3,TOY-07,Unit I,Weaving,Bobbin shortage,35
2026-07-09,3,TSU-01,Unit I,Weaving,Weft break PBM,30
2026-07-09,3,RF-06,Unit I,Spinning,Loom runout,45
2026-07-09,3,VTX-02,Unit I,Spinning,Loom runout,41
2026-07-10,1,TOY-04,Unit I,Weaving,Weft break PBM,38
2026-07-10,1,SUL-01,Unit I,Weaving,Traveller change work,15
2026-07-10,1,RF-03,Unit I,Spinning,Full cleaning work,105
2026-07-10,1,RF-09,Unit I,Spinning,Loom runout,26
2026-07-10,1,RF-11,Unit I,Spinning,Bobbin shortage,35
2026-07-10,1,VTX-03,Unit I,Spinning,Maintenance - scheduled,151
2026-07-10,1,VTX-06,Unit I,Spinning,Loom runout,22
2026-07-10,1,AJ-02,Unit I,Spinning,Traveller change work,29
2026-07-10,1,AJ-03,Unit I,Spinning,Voltage fluctuation PBM,12
2026-07-10,1,AJ-04,Unit I,Spinning,Voltage fluctuation PBM,10
2026-07-10,2,TOY-07,Unit I,Weaving,Loom runout,60
2026-07-10,2,TOY-08,Unit I,Weaving,Sort change work,82
2026-07-10,2,TOY-09,Unit I,Weaving,Sort change work,42
2026-07-10,2,SUL-05,Unit I,Weaving,Loom runout,28
2026-07-10,2,RF-03,Unit I,Spinning,Maintenance - scheduled,110
2026-07-10,2,RF-11,Unit I,Spinning,Weft break PBM,31
2026-07-10,2,VTX-02,Unit I,Spinning,Loom runout,41
2026-07-10,2,VTX-04,Unit I,Spinning,Voltage fluctuation PBM,15
2026-07-10,2,VTX-07,Unit I,Spinning,Maintenance - scheduled,168
2026-07-10,2,VTX-12,Unit I,Spinning,Sort change work,69
2026-07-10,2,AJ-04,Unit I,Spinning,Full cleaning work,118
2026-07-10,3,TOY-09,Unit I,Weaving,Sort change work,52
2026-07-10,3,TOY-10,Unit I,Weaving,Voltage fluctuation PBM,14
2026-07-10,3,TSU-01,Unit I,Weaving,Bobbin shortage,89
2026-07-10,3,TSU-02,Unit I,Weaving,Voltage fluctuation PBM,12
2026-07-10,3,TSU-10,Unit I,Weaving,Maintenance - scheduled,66
2026-07-10,3,SUL-04,Unit I,Weaving,Voltage fluctuation PBM,6
2026-07-10,3,RF-03,Unit I,Spinning,Voltage fluctuation PBM,10
2026-07-10,3,VTX-12,Unit I,Spinning,Bobbin shortage,46
2026-07-11,1,TOY-02,Unit I,Weaving,Bobbin shortage,67
2026-07-11,1,TOY-08,Unit I,Weaving,Bobbin shortage,69
2026-07-11,1,TOY-11,Unit I,Weaving,Traveller change work,13
2026-07-11,1,TOY-15,Unit I,Weaving,Full cleaning work,64
2026-07-11,1,TSU-01,Unit I,Weaving,Voltage fluctuation PBM,12
2026-07-11,1,TSU-09,Unit I,Weaving,Traveller change work,25
2026-07-11,1,SUL-04,Unit I,Weaving,Bobbin shortage,100
2026-07-11,1,RF-02,Unit I,Spinning,Weft break PBM,33
2026-07-11,1,RF-03,Unit I,Spinning,Bobbin shortage,44
2026-07-11,1,RF-07,Unit I,Spinning,Bobbin shortage,72
2026-07-11,1,RF-11,Unit I,Spinning,Loom runout,46
2026-07-11,1,VTX-07,Unit I,Spinning,Loom runout,27
2026-07-11,1,VTX-11,Unit I,Spinning,Voltage fluctuation PBM,12
2026-07-11,1,AJ-03,Unit I,Spinning,Sort change work,78
2026-07-11,2,TOY-05,Unit I,Weaving,Voltage fluctuation PBM,9
2026-07-11,2,TOY-10,Unit I,Weaving,Sort change work,57
2026-07-11,2,SUL-02,Unit I,Weaving,Traveller change work,30
2026-07-11,2,RF-06,Unit I,Spinning,Maintenance - scheduled,92
2026-07-11,3,RF-11,Unit I,Spinning,Weft break PBM,41
2026-07-11,3,VTX-03,Unit I,Spinning,Bobbin shortage,106
2026-07-11,3,VTX-06,Unit I,Spinning,Weft break PBM,18
2026-07-11,3,VTX-10,Unit I,Spinning,Traveller change work,29
2026-07-11,3,AJ-02,Unit I,Spinning,Loom runout,44
2026-07-12,1,TOY-08,Unit I,Weaving,Sort change work,33
2026-07-12,1,TOY-12,Unit I,Weaving,Maintenance - scheduled,152
2026-07-12,1,TSU-08,Unit I,Weaving,Sort change work,30
2026-07-12,1,SUL-03,Unit I,Weaving,Voltage fluctuation PBM,14
2026-07-12,1,RF-02,Unit I,Spinning,Loom runout,47
2026-07-12,1,RF-08,Unit I,Spinning,Maintenance - scheduled,128
2026-07-12,1,RF-09,Unit I,Spinning,Sort change work,87
2026-07-12,1,VTX-03,Unit I,Spinning,Sort change work,70
2026-07-12,1,VTX-04,Unit I,Spinning,Maintenance - scheduled,174
2026-07-12,2,TOY-09,Unit I,Weaving,Maintenance - scheduled,90
2026-07-12,2,TOY-11,Unit I,Weaving,Sort change work,35
2026-07-12,2,TSU-10,Unit I,Weaving,Full cleaning work,64
2026-07-12,2,RF-01,Unit I,Spinning,Loom runout,38
2026-07-12,2,RF-07,Unit I,Spinning,Maintenance - scheduled,71
2026-07-12,2,VTX-04,Unit I,Spinning,Maintenance - scheduled,95
2026-07-12,2,VTX-06,Unit I,Spinning,Loom runout,60
2026-07-12,3,TOY-04,Unit I,Weaving,Sort change work,73
2026-07-12,3,TOY-06,Unit I,Weaving,Full cleaning work,109
2026-07-12,3,TOY-08,Unit I,Weaving,Loom runout,30
2026-07-12,3,RF-03,Unit I,Spinning,Loom runout,27
2026-07-12,3,RF-12,Unit I,Spinning,Full cleaning work,86
2026-07-12,3,VTX-02,Unit I,Spinning,Voltage fluctuation PBM,19
2026-07-12,3,VTX-03,Unit I,Spinning,Full cleaning work,85
2026-07-12,3,VTX-04,Unit I,Spinning,Sort change work,53
2026-07-12,3,VTX-06,Unit I,Spinning,Bobbin shortage,90
2026-07-12,3,VTX-09,Unit I,Spinning,Bobbin shortage,87
2026-07-12,3,VTX-11,Unit I,Spinning,Voltage fluctuation PBM,9
2026-07-12,3,AJ-02,Unit I,Spinning,Loom runout,22
2026-07-13,1,TOY-04,Unit I,Weaving,Full cleaning work,76
2026-07-13,1,TSU-04,Unit I,Weaving,Weft break PBM,16
2026-07-13,1,VTX-02,Unit I,Spinning,Traveller change work,15
2026-07-13,1,VTX-05,Unit I,Spinning,Sort change work,42
2026-07-13,1,AJ-01,Unit I,Spinning,Weft break PBM,43
2026-07-13,1,AJ-02,Unit I,Spinning,Traveller change work,23
2026-07-13,2,TOY-03,Unit I,Weaving,Maintenance - scheduled,82
2026-07-13,2,TOY-11,Unit I,Weaving,Weft break PBM,32
2026-07-13,2,TOY-13,Unit I,Weaving,Traveller change work,16
2026-07-13,2,TSU-05,Unit I,Weaving,Voltage fluctuation PBM,12
2026-07-13,2,SUL-03,Unit I,Weaving,Full cleaning work,93
2026-07-13,2,RF-04,Unit I,Spinning,Sort change work,58
2026-07-13,2,RF-05,Unit I,Spinning,Weft break PBM,25
2026-07-13,2,RF-11,Unit I,Spinning,Maintenance - scheduled,150
2026-07-13,2,VTX-06,Unit I,Spinning,Loom runout,28
2026-07-13,3,TSU-06,Unit I,Weaving,Bobbin shortage,36
2026-07-13,3,TSU-10,Unit I,Weaving,Loom runout,27
2026-07-13,3,SUL-01,Unit I,Weaving,Sort change work,32
2026-07-13,3,SUL-02,Unit I,Weaving,Sort change work,76
2026-07-13,3,RF-09,Unit I,Spinning,Voltage fluctuation PBM,10
2026-07-13,3,RF-10,Unit I,Spinning,Voltage fluctuation PBM,5
2026-07-13,3,VTX-04,Unit I,Spinning,Full cleaning work,77
2026-07-13,3,VTX-06,Unit I,Spinning,Sort change work,31
2026-07-13,3,AJ-02,Unit I,Spinning,Weft break PBM,40
2026-07-14,1,TSU-05,Unit I,Weaving,Weft break PBM,34
2026-07-14,1,SUL-04,Unit I,Weaving,Weft break PBM,39
2026-07-14,1,RF-10,Unit I,Spinning,Weft break PBM,31
2026-07-14,1,RF-11,Unit I,Spinning,Full cleaning work,117
2026-07-14,1,RF-12,Unit I,Spinning,Weft break PBM,42
2026-07-14,1,VTX-06,Unit I,Spinning,Maintenance - scheduled,73
2026-07-14,1,VTX-10,Unit I,Spinning,Weft break PBM,41
2026-07-14,2,TOY-05,Unit I,Weaving,Loom runout,55
2026-07-14,2,TOY-14,Unit I,Weaving,Loom runout,27
2026-07-14,2,TSU-07,Unit I,Weaving,Sort change work,32
2026-07-14,2,VTX-03,Unit I,Spinning,Maintenance - scheduled,163
2026-07-14,2,VTX-04,Unit I,Spinning,Voltage fluctuation PBM,10
2026-07-14,2,VTX-10,Unit I,Spinning,Maintenance - scheduled,164
2026-07-14,2,AJ-01,Unit I,Spinning,Bobbin shortage,37
2026-07-14,3,TSU-04,Unit I,Weaving,Sort change work,83
2026-07-14,3,TSU-05,Unit I,Weaving,Bobbin shortage,41
2026-07-14,3,SUL-02,Unit I,Weaving,Weft break PBM,33
2026-07-14,3,SUL-03,Unit I,Weaving,Loom runout,57
2026-07-14,3,VTX-02,Unit I,Spinning,Bobbin shortage,119
2026-07-15,1,TOY-15,Unit I,Weaving,Traveller change work,25
2026-07-15,1,TSU-01,Unit I,Weaving,Sort change work,45
2026-07-15,1,TSU-06,Unit I,Weaving,Full cleaning work,143
2026-07-15,1,VTX-10,Unit I,Spinning,Full cleaning work,135
2026-07-15,1,AJ-02,Unit I,Spinning,Sort change work,76
2026-07-15,2,TOY-03,Unit I,Weaving,Maintenance - scheduled,70
2026-07-15,2,TOY-04,Unit I,Weaving,Bobbin shortage,56
2026-07-15,2,TOY-06,Unit I,Weaving,Voltage fluctuation PBM,15
2026-07-15,2,TOY-14,Unit I,Weaving,Bobbin shortage,63
2026-07-15,2,RF-04,Unit I,Spinning,Weft break PBM,18
2026-07-15,2,RF-05,Unit I,Spinning,Voltage fluctuation PBM,8
2026-07-15,2,RF-06,Unit I,Spinning,Voltage fluctuation PBM,17
2026-07-15,2,RF-08,Unit I,Spinning,Weft break PBM,18
2026-07-15,2,VTX-09,Unit I,Spinning,Voltage fluctuation PBM,19
2026-07-15,2,AJ-05,Unit I,Spinning,Sort change work,33
2026-07-15,3,TSU-10,Unit I,Weaving,Loom runout,58
2026-07-15,3,RF-02,Unit I,Spinning,Loom runout,52
2026-07-15,3,RF-03,Unit I,Spinning,Bobbin shortage,86
2026-07-15,3,VTX-07,Unit I,Spinning,Traveller change work,24
2026-07-15,3,VTX-10,Unit I,Spinning,Full cleaning work,90
2026-07-16,1,TOY-13,Unit I,Weaving,Loom runout,55
2026-07-16,1,SUL-04,Unit I,Weaving,Weft break PBM,40
2026-07-16,1,RF-07,Unit I,Spinning,Traveller change work,10
2026-07-16,1,RF-11,Unit I,Spinning,Voltage fluctuation PBM,15
2026-07-16,1,VTX-03,Unit I,Spinning,Weft break PBM,43
2026-07-16,1,VTX-09,Unit I,Spinning,Weft break PBM,43
2026-07-16,1,AJ-01,Unit I,Spinning,Loom runout,34
2026-07-16,1,AJ-03,Unit I,Spinning,Maintenance - scheduled,129
2026-07-16,2,TOY-03,Unit I,Weaving,Traveller change work,23
2026-07-16,2,TOY-07,Unit I,Weaving,Traveller change work,27
2026-07-16,2,TOY-11,Unit I,Weaving,Bobbin shortage,53
2026-07-16,2,TOY-12,Unit I,Weaving,Maintenance - scheduled,174
2026-07-16,2,TOY-14,Unit I,Weaving,Bobbin shortage,119
2026-07-16,2,TSU-03,Unit I,Weaving,Full cleaning work,77
2026-07-16,2,RF-03,Unit I,Spinning,Full cleaning work,147
2026-07-16,2,RF-11,Unit I,Spinning,Full cleaning work,123
2026-07-16,2,VTX-02,Unit I,Spinning,Weft break PBM,17
2026-07-16,2,VTX-06,Unit I,Spinning,Voltage fluctuation PBM,6
2026-07-16,3,TOY-01,Unit I,Weaving,Loom runout,51
2026-07-16,3,TOY-04,Unit I,Weaving,Bobbin shortage,39
2026-07-16,3,TOY-06,Unit I,Weaving,Full cleaning work,131
2026-07-16,3,TOY-11,Unit I,Weaving,Weft break PBM,38
2026-07-16,3,SUL-04,Unit I,Weaving,Full cleaning work,65
2026-07-16,3,RF-02,Unit I,Spinning,Voltage fluctuation PBM,11
2026-07-16,3,RF-11,Unit I,Spinning,Weft break PBM,27
2026-07-16,3,VTX-06,Unit I,Spinning,Voltage fluctuation PBM,14
2026-07-17,1,TOY-02,Unit I,Weaving,Maintenance - scheduled,178
2026-07-17,1,TOY-09,Unit I,Weaving,Loom runout,34
2026-07-17,1,TOY-14,Unit I,Weaving,Sort change work,40
2026-07-17,1,TSU-02,Unit I,Weaving,Sort change work,30
2026-07-17,1,TSU-05,Unit I,Weaving,Sort change work,85
2026-07-17,1,TSU-07,Unit I,Weaving,Traveller change work,15
2026-07-17,1,SUL-03,Unit I,Weaving,Full cleaning work,150
2026-07-17,1,RF-09,Unit I,Spinning,Voltage fluctuation PBM,16
2026-07-17,1,RF-11,Unit I,Spinning,Traveller change work,23
2026-07-17,1,RF-12,Unit I,Spinning,Voltage fluctuation PBM,7
2026-07-17,1,VTX-01,Unit I,Spinning,Voltage fluctuation PBM,8
2026-07-17,1,AJ-03,Unit I,Spinning,Weft break PBM,28
2026-07-17,2,TOY-08,Unit I,Weaving,Full cleaning work,88
2026-07-17,2,TOY-12,Unit I,Weaving,Maintenance - scheduled,87
2026-07-17,2,TOY-14,Unit I,Weaving,Voltage fluctuation PBM,10
2026-07-17,2,TSU-05,Unit I,Weaving,Traveller change work,10
2026-07-17,2,TSU-08,Unit I,Weaving,Bobbin shortage,80
2026-07-17,2,RF-10,Unit I,Spinning,Maintenance - scheduled,119
2026-07-17,2,VTX-03,Unit I,Spinning,Full cleaning work,80
2026-07-17,2,VTX-06,Unit I,Spinning,Traveller change work,23
2026-07-17,2,VTX-12,Unit I,Spinning,Loom runout,53
2026-07-17,2,AJ-03,Unit I,Spinning,Full cleaning work,132
2026-07-17,2,AJ-04,Unit I,Spinning,Loom runout,27
2026-07-17,3,TOY-05,Unit I,Weaving,Weft break PBM,37
2026-07-17,3,TOY-08,Unit I,Weaving,Bobbin shortage,107
2026-07-17,3,TOY-13,Unit I,Weaving,Traveller change work,29
2026-07-17,3,TSU-04,Unit I,Weaving,Full cleaning work,133
2026-07-17,3,SUL-01,Unit I,Weaving,Full cleaning work,84
2026-07-17,3,VTX-01,Unit I,Spinning,Loom runout,50
2026-07-17,3,VTX-04,Unit I,Spinning,Sort change work,67
2026-07-17,3,VTX-07,Unit I,Spinning,Weft break PBM,23
2026-07-17,3,AJ-03,Unit I,Spinning,Traveller change work,13
2026-07-17,3,AJ-05,Unit I,Spinning,Weft break PBM,26
2026-07-18,1,TOY-06,Unit I,Weaving,Voltage fluctuation PBM,13
2026-07-18,1,TOY-08,Unit I,Weaving,Voltage fluctuation PBM,11
2026-07-18,1,RF-02,Unit I,Spinning,Full cleaning work,145
2026-07-18,1,VTX-06,Unit I,Spinning,Full cleaning work,85
2026-07-18,1,AJ-05,Unit I,Spinning,Traveller change work,18
2026-07-18,2,TOY-03,Unit I,Weaving,Full cleaning work,139
2026-07-18,2,TSU-02,Unit I,Weaving,Bobbin shortage,58
2026-07-18,2,TSU-04,Unit I,Weaving,Loom runout,51
2026-07-18,2,TSU-06,Unit I,Weaving,Maintenance - scheduled,71
2026-07-18,2,RF-07,Unit I,Spinning,Voltage fluctuation PBM,6
2026-07-18,2,RF-09,Unit I,Spinning,Full cleaning work,79
2026-07-18,2,RF-12,Unit I,Spinning,Full cleaning work,101
2026-07-18,2,VTX-03,Unit I,Spinning,Weft break PBM,44
2026-07-18,2,VTX-06,Unit I,Spinning,Sort change work,34
2026-07-18,2,VTX-11,Unit I,Spinning,Weft break PBM,34
2026-07-18,3,TOY-06,Unit I,Weaving,Sort change work,66
2026-07-18,3,TSU-02,Unit I,Weaving,Full cleaning work,64
2026-07-18,3,TSU-04,Unit I,Weaving,Sort change work,54
2026-07-18,3,TSU-07,Unit I,Weaving,Maintenance - scheduled,75
2026-07-19,1,TOY-08,Unit I,Weaving,Loom runout,34
2026-07-19,1,TOY-12,Unit I,Weaving,Voltage fluctuation PBM,20
2026-07-19,1,TOY-15,Unit I,Weaving,Voltage fluctuation PBM,7
2026-07-19,1,TSU-03,Unit I,Weaving,Bobbin shortage,105
2026-07-19,1,TSU-08,Unit I,Weaving,Maintenance - scheduled,72
2026-07-19,1,TSU-09,Unit I,Weaving,Voltage fluctuation PBM,7
2026-07-19,1,VTX-12,Unit I,Spinning,Full cleaning work,83
2026-07-19,2,TOY-01,Unit I,Weaving,Full cleaning work,122
2026-07-19,2,TOY-02,Unit I,Weaving,Maintenance - scheduled,162
2026-07-19,2,TOY-08,Unit I,Weaving,Traveller change work,22
2026-07-19,2,TOY-10,Unit I,Weaving,Bobbin shortage,61
2026-07-19,2,TOY-14,Unit I,Weaving,Full cleaning work,77
2026-07-19,2,TSU-05,Unit I,Weaving,Full cleaning work,138
2026-07-19,2,RF-11,Unit I,Spinning,Full cleaning work,124
2026-07-19,2,VTX-12,Unit I,Spinning,Weft break PBM,43
2026-07-19,2,AJ-03,Unit I,Spinning,Sort change work,37
2026-07-19,3,TOY-06,Unit I,Weaving,Voltage fluctuation PBM,18
