date,shift,machine_id,unit,department,machine_type,target_qty,actual_qty,efficiency_pct
2026-07-15,3,VTX-05,Unit I,Spinning,Vortex,4700,4401,93.65
2026-07-15,3,VTX-06,Unit I,Spinning,Vortex,4700,3339,71.05
2026-07-15,3,VTX-07,Unit I,Spinning,Vortex,4700,4700,100.0
2026-07-15,3,VTX-08,Unit I,Spinning,Vortex,4700,4700,100.0
2026-07-15,3,VTX-09,Unit I,Spinning,Vortex,4700,4455,94.79
2026-07-15,3,VTX-10,Unit I,Spinning,Vortex,4700,4700,100.0
2026-07-15,3,VTX-11,Unit I,Spinning,Vortex,4700,4486,95.46
2026-07-15,3,VTX-12,Unit I,Spinning,Vortex,4700,4375,93.1
2026-07-15,3,AJ-01,Unit I,Spinning,Airjet,3750,3444,91.85
2026-07-15,3,AJ-02,Unit I,Spinning,Airjet,3750,3750,100.0
2026-07-15,3,AJ-03,Unit I,Spinning,Airjet,3750,3416,91.1
2026-07-15,3,AJ-04,Unit I,Spinning,Airjet,3750,3700,98.68
2026-07-15,3,AJ-05,Unit I,Spinning,Airjet,3750,3457,92.2
2026-07-16,1,TOY-01,Unit I,Weaving,Toyota,21700,20115,92.7
2026-07-16,1,TOY-02,Unit I,Weaving,Toyota,21700,18043,83.15
2026-07-16,1,TOY-03,Unit I,Weaving,Toyota,21700,20202,93.1
2026-07-16,1,TOY-04,Unit I,Weaving,Toyota,21700,20175,92.98
2026-07-16,1,TOY-05,Unit I,Weaving,Toyota,21700,21700,100.0
2026-07-16,1,TOY-06,Unit I,Weaving,Toyota,21700,21700,100.0
2026-07-16,1,TOY-07,Unit I,Weaving,Toyota,21700,21314,98.22
2026-07-16,1,TOY-08,Unit I,Weaving,Toyota,21700,16215,74.73
2026-07-16,1,TOY-09,Unit I,Weaving,Toyota,21700,20060,92.45
2026-07-16,1,TOY-10,Unit I,Weaving,Toyota,21700,20701,95.4
2026-07-16,1,TOY-11,Unit I,Weaving,Toyota,21700,20963,96.6
2026-07-16,1,TOY-12,Unit I,Weaving,Toyota,21700,19543,90.06
2026-07-16,1,TOY-13,Unit I,Weaving,Toyota,21700,21399,98.62
2026-07-16,1,TOY-14,Unit I,Weaving,Toyota,21700,20707,95.43
2026-07-16,1,TOY-15,Unit I,Weaving,Toyota,21700,18753,86.42
2026-07-16,1,TSU-01,Unit I,Weaving,Tsudakoma,15000,13553,90.36
2026-07-16,1,TSU-02,Unit I,Weaving,Tsudakoma,15000,13871,92.48
2026-07-16,1,TSU-03,Unit I,Weaving,Tsudakoma,15000,14195,94.64
2026-07-16,1,TSU-04,Unit I,Weaving,Tsudakoma,15000,15000,100.0
2026-07-16,1,TSU-05,Unit I,Weaving,Tsudakoma,15000,14428,96.19
2026-07-16,1,TSU-06,Unit I,Weaving,Tsudakoma,15000,13619,90.8
2026-07-16,1,TSU-07,Unit I,Weaving,Tsudakoma,15000,14415,96.1
2026-07-16,1,TSU-08,Unit I,Weaving,Tsudakoma,15000,13985,93.24
2026-07-16,1,TSU-09,Unit I,Weaving,Tsudakoma,15000,14493,96.62
2026-07-16,1,TSU-10,Unit I,Weaving,Tsudakoma,15000,14685,97.9
2026-07-16,1,SUL-01,Unit I,Weaving,Sulzer,2700,2700,100.0
2026-07-16,1,SUL-02,Unit I,Weaving,Sulzer,2700,2561,94.88
2026-07-16,1,SUL-03,Unit I,Weaving,Sulzer,2700,2700,100.0
2026-07-16,1,SUL-04,Unit I,Weaving,Sulzer,2700,2687,99.54
2026-07-16,1,SUL-05,Unit I,Weaving,Sulzer,2700,2469,91.46
2026-07-16,1,RF-01,Unit I,Spinning,RingFrame,2500,2500,100.0
2026-07-16,1,RF-02,Unit I,Spinning,RingFrame,2500,2415,96.63
2026-07-16,1,RF-03,Unit I,Spinning,RingFrame,2500,2270,90.82
2026-07-16,1,RF-04,Unit I,Spinning,RingFrame,2500,2500,100.0
2026-07-16,1,RF-05,Unit I,Spinning,RingFrame,2500,2500,100.0
2026-07-16,1,RF-06,Unit I,Spinning,RingFrame,2500,2370,94.83
2026-07-16,1,RF-07,Unit I,Spinning,RingFrame,2500,2312,92.48
2026-07-16,1,RF-08,Unit I,Spinning,RingFrame,2500,2353,94.14
2026-07-16,1,RF-09,Unit I,Spinning,RingFrame,2500,2464,98.57
2026-07-16,1,RF-10,Unit I,Spinning,RingFrame,2500,2500,100.0
2026-07-16,1,RF-11,Unit I,Spinning,RingFrame,2500,2021,80.85
2026-07-16,1,RF-12,Unit I,Spinning,RingFrame,2500,2387,95.51
2026-07-16,1,VTX-01,Unit I,Spinning,Vortex,4700,4700,100.0
2026-07-16,1,VTX-02,Unit I,Spinning,Vortex,4700,4391,93.44
2026-07-16,1,VTX-03,Unit I,Spinning,Vortex,4700,4700,100.0
2026-07-16,1,VTX-04,Unit I,Spinning,Vortex,4700,4397,93.56
2026-07-16,1,VTX-05,Unit I,Spinning,Vortex,4700,4566,97.16
2026-07-16,1,VTX-06,Unit I,Spinning,Vortex,4700,3639,77.43
2026-07-16,1,VTX-07,Unit I,Spinning,Vortex,4700,4451,94.72
2026-07-16,1,VTX-08,Unit I,Spinning,Vortex,4700,4376,93.11
2026-07-16,1,VTX-09,Unit I,Spinning,Vortex,4700,4700,100.0
2026-07-16,1,VTX-10,Unit I,Spinning,Vortex,4700,4292,91.34
2026-07-16,1,VTX-11,Unit I,Spinning,Vortex,4700,4291,91.3
2026-07-16,1,VTX-12,Unit I,Spinning,Vortex,4700,4700,100.0
2026-07-16,1,AJ-01,Unit I,Spinning,Airjet,3750,3745,99.89
2026-07-16,1,AJ-02,Unit I,Spinning,Airjet,3750,3115,83.07
2026-07-16,1,AJ-03,Unit I,Spinning,Airjet,3750,3456,92.17
2026-07-16,1,AJ-04,Unit I,Spinning,Airjet,3750,3222,85.94
2026-07-16,1,AJ-05,Unit I,Spinning,Airjet,3750,3384,90.25
2026-07-16,2,TOY-01,Unit I,Weaving,Toyota,21700,17209,79.31
2026-07-16,2,TOY-02,Unit I,Weaving,Toyota,21700,16777,77.32
2026-07-16,2,TOY-03,Unit I,Weaving,Toyota,21700,19375,89.29
2026-07-16,2,TOY-04,Unit I,Weaving,Toyota,21700,20679,95.3
2026-07-16,2,TOY-05,Unit I,Weaving,Toyota,21700,18851,86.87
2026-07-16,2,TOY-06,Unit I,Weaving,Toyota,21700,20704,95.41
2026-07-16,2,TOY-07,Unit I,Weaving,Toyota,21700,20164,92.93
2026-07-16,2,TOY-08,Unit I,Weaving,Toyota,21700,18555,85.51
2026-07-16,2,TOY-09,Unit I,Weaving,Toyota,21700,21700,100.0
2026-07-16,2,TOY-10,Unit I,Weaving,Toyota,21700,21467,98.93
2026-07-16,2,TOY-11,Unit I,Weaving,Toyota,21700,20260,93.37
2026-07-16,2,TOY-12,Unit I,Weaving,Toyota,21700,21700,100.0
2026-07-16,2,TOY-13,Unit I,Weaving,Toyota,21700,18929,87.23
2026-07-16,2,TOY-14,Unit I,Weaving,Toyota,21700,19092,87.98
2026-07-16,2,TOY-15,Unit I,Weaving,Toyota,21700,20524,94.58
2026-07-16,2,TSU-01,Unit I,Weaving,Tsudakoma,15000,15000,100.0
2026-07-16,2,TSU-02,Unit I,Weaving,Tsudakoma,15000,14098,93.99
2026-07-16,2,TSU-03,Unit I,Weaving,Tsudakoma,15000,14112,94.08
2026-07-16,2,TSU-04,Unit I,Weaving,Tsudakoma,15000,13168,87.79
2026-07-16,2,TSU-05,Unit I,Weaving,Tsudakoma,15000,14959,99.73
2026-07-16,2,TSU-06,Unit I,Weaving,Tsudakoma,15000,14964,99.77
2026-07-16,2,TSU-07,Unit I,Weaving,Tsudakoma,15000,14841,98.95
2026-07-16,2,TSU-08,Unit I,Weaving,Tsudakoma,15000,13778,91.85
2026-07-16,2,TSU-09,Unit I,Weaving,Tsudakoma,15000,13719,91.47
2026-07-16,2,TSU-10,Unit I,Weaving,Tsudakoma,15000,13280,88.53
2026-07-16,2,SUL-01,Unit I,Weaving,Sulzer,2700,2576,95.42
2026-07-16,2,SUL-02,Unit I,Weaving,Sulzer,2700,2419,89.6
2026-07-16,2,SUL-03,Unit I,Weaving,Sulzer,2700,2406,89.11
2026-07-16,2,SUL-04,Unit I,Weaving,Sulzer,2700,2507,92.88
2026-07-16,2,SUL-05,Unit I,Weaving,Sulzer,2700,2498,92.55
2026-07-16,2,RF-01,Unit I,Spinning,RingFrame,2500,2307,92.31
2026-07-16,2,RF-02,Unit I,Spinning,RingFrame,2500,2433,97.33
2026-07-16,2,RF-03,Unit I,Spinning,RingFrame,2500,2384,95.4
2026-07-16,2,RF-04,Unit I,Spinning,RingFrame,2500,2338,93.56
2026-07-16,2,RF-05,Unit I,Spinning,RingFrame,2500,2397,95.92
2026-07-16,2,RF-06,Unit I,Spinning,RingFrame,2500,2251,90.04
2026-07-16,2,RF-07,Unit I,Spinning,RingFrame,2500,2388,95.53
2026-07-16,2,RF-08,Unit I,Spinning,RingFrame,2500,2393,95.75
2026-07-16,2,RF-09,Unit I,Spinning,RingFrame,2500,2187,87.48
2026-07-16,2,RF-10,Unit I,Spinning,RingFrame,2500,2499,99.98
2026-07-16,2,RF-11,Unit I,Spinning,RingFrame,2500,1839,73.59
2026-07-16,2,RF-12,Unit I,Spinning,RingFrame,2500,2386,95.45
2026-07-16,2,VTX-01,Unit I,Spinning,Vortex,4700,4700,100.0
2026-07-16,2,VTX-02,Unit I,Spinning,Vortex,4700,4682,99.63
2026-07-16,2,VTX-03,Unit I,Spinning,Vortex,4700,4473,95.17
2026-07-16,2,VTX-04,Unit I,Spinning,Vortex,4700,4379,93.19
2026-07-16,2,VTX-05,Unit I,Spinning,Vortex,4700,4687,99.74
2026-07-16,2,VTX-06,Unit I,Spinning,Vortex,4700,3824,81.37
2026-07-16,2,VTX-07,Unit I,Spinning,Vortex,4700,4319,91.91
2026-07-16,2,VTX-08,Unit I,Spinning,Vortex,4700,4278,91.03
2026-07-16,2,VTX-09,Unit I,Spinning,Vortex,4700,3977,84.64
2026-07-16,2,VTX-10,Unit I,Spinning,Vortex,4700,4501,95.77
2026-07-16,2,VTX-11,Unit I,Spinning,Vortex,4700,4445,94.59
2026-07-16,2,VTX-12,Unit I,Spinning,Vortex,4700,4700,100.0
2026-07-16,2,AJ-01,Unit I,Spinning,Airjet,3750,3629,96.8
2026-07-16,2,AJ-02,Unit I,Spinning,Airjet,3750,3750,100.0
2026-07-16,2,AJ-03,Unit I,Spinning,Airjet,3750,3431,91.51
2026-07-16,2,AJ-04,Unit I,Spinning,Airjet,3750,3750,100.0
2026-07-16,2,AJ-05,Unit I,Spinning,Airjet,3750,3463,92.36
2026-07-16,3,TOY-01,Unit I,Weaving,Toyota,21700,21458,98.89
2026-07-16,3,TOY-02,Unit I,Weaving,Toyota,21700,15343,70.71
2026-07-16,3,TOY-03,Unit I,Weaving,Toyota,21700,20870,96.18
2026-07-16,3,TOY-04,Unit I,Weaving,Toyota,21700,18461,85.08
2026-07-16,3,TOY-05,Unit I,Weaving,Toyota,21700,20325,93.66
2026-07-16,3,TOY-06,Unit I,Weaving,Toyota,21700,21092,97.2
2026-07-16,3,TOY-07,Unit I,Weaving,Toyota,21700,20049,92.4
2026-07-16,3,TOY-08,Unit I,Weaving,Toyota,21700,15786,72.75
2026-07-16,3,TOY-09,Unit I,Weaving,Toyota,21700,21533,99.23
2026-07-16,3,TOY-10,Unit I,Weaving,Toyota,21700,20502,94.48
2026-07-16,3,TOY-11,Unit I,Weaving,Toyota,21700,20083,92.55
2026-07-16,3,TOY-12,Unit I,Weaving,Toyota,21700,20660,95.21
2026-07-16,3,TOY-13,Unit I,Weaving,Toyota,21700,21700,100.0
2026-07-16,3,TOY-14,Unit I,Weaving,Toyota,21700,21700,100.0
2026-07-16,3,TOY-15,Unit I,Weaving,Toyota,21700,21700,100.0
2026-07-16,3,TSU-01,Unit I,Weaving,Tsudakoma,15000,14576,97.18
2026-07-16,3,TSU-02,Unit I,Weaving,Tsudakoma,15000,14374,95.83
2026-07-16,3,TSU-03,Unit I,Weaving,Tsudakoma,15000,12452,83.02
2026-07-16,3,TSU-04,Unit I,Weaving,Tsudakoma,15000,13740,91.61
2026-07-16,3,TSU-05,Unit I,Weaving,Tsudakoma,15000,13889,92.6
2026-07-16,3,TSU-06,Unit I,Weaving,Tsudakoma,15000,12843,85.63
2026-07-16,3,TSU-07,Unit I,Weaving,Tsudakoma,15000,13381,89.21
2026-07-16,3,TSU-08,Unit I,Weaving,Tsudakoma,15000,12764,85.1
2026-07-16,3,TSU-09,Unit I,Weaving,Tsudakoma,15000,14221,94.81
2026-07-16,3,TSU-10,Unit I,Weaving,Tsudakoma,15000,14864,99.09
2026-07-16,3,SUL-01,Unit I,Weaving,Sulzer,2700,2700,100.0
2026-07-16,3,SUL-02,Unit I,Weaving,Sulzer,2700,2620,97.07
2026-07-16,3,SUL-03,Unit I,Weaving,Sulzer,2700,2434,90.18
2026-07-16,3,SUL-04,Unit I,Weaving,Sulzer,2700,2304,85.34
2026-07-16,3,SUL-05,Unit I,Weaving,Sulzer,2700,2327,86.22
2026-07-16,3,RF-01,Unit I,Spinning,RingFrame,2500,2216,88.66
2026-07-16,3,RF-02,Unit I,Spinning,RingFrame,2500,2263,90.56
2026-07-16,3,RF-03,Unit I,Spinning,RingFrame,2500,2355,94.2
2026-07-16,3,RF-04,Unit I,Spinning,RingFrame,2500,2248,89.93
2026-07-16,3,RF-05,Unit I,Spinning,RingFrame,2500,2417,96.69
2026-07-16,3,RF-06,Unit I,Spinning,RingFrame,2500,2345,93.84
2026-07-16,3,RF-07,Unit I,Spinning,RingFrame,2500,2376,95.05
2026-07-16,3,RF-08,Unit I,Spinning,RingFrame,2500,2500,100.0
2026-07-16,3,RF-09,Unit I,Spinning,RingFrame,2500,2227,89.1
2026-07-16,3,RF-10,Unit I,Spinning,RingFrame,2500,2427,97.09
2026-07-16,3,RF-11,Unit I,Spinning,RingFrame,2500,1948,77.93
2026-07-16,3,RF-12,Unit I,Spinning,RingFrame,2500,2333,93.33
2026-07-16,3,VTX-01,Unit I,Spinning,Vortex,4700,4673,99.43
2026-07-16,3,VTX-02,Unit I,Spinning,Vortex,4700,4671,99.4
2026-07-16,3,VTX-03,Unit I,Spinning,Vortex,4700,4242,90.27
2026-07-16,3,VTX-04,Unit I,Spinning,Vortex,4700,4422,94.09
2026-07-16,3,VTX-05,Unit I,Spinning,Vortex,4700,4531,96.41
2026-07-16,3,VTX-06,Unit I,Spinning,Vortex,4700,3601,76.63
2026-07-16,3,VTX-07,Unit I,Spinning,Vortex,4700,4602,97.93
2026-07-16,3,VTX-08,Unit I,Spinning,Vortex,4700,4531,96.41
2026-07-16,3,VTX-09,Unit I,Spinning,Vortex,4700,4700,100.0
2026-07-16,3,VTX-10,Unit I,Spinning,Vortex,4700,4105,87.35
2026-07-16,3,VTX-11,Unit I,Spinning,Vortex,4700,4436,94.39
2026-07-16,3,VTX-12,Unit I,Spinning,Vortex,4700,4251,90.46
2026-07-16,3,AJ-01,Unit I,Spinning,Airjet,3750,3675,98.02
2026-07-16,3,AJ-02,Unit I,Spinning,Airjet,3750,3259,86.91
2026-07-16,3,AJ-03,Unit I,Spinning,Airjet,3750,3627,96.73
2026-07-16,3,AJ-04,Unit I,Spinning,Airjet,3750,3444,91.85
2026-07-16,3,AJ-05,Unit I,Spinning,Airjet,3750,3424,91.33
2026-07-17,1,TOY-01,Unit I,Weaving,Toyota,21700,19045,87.77
2026-07-17,1,TOY-02,Unit I,Weaving,Toyota,21700,16421,75.67
2026-07-17,1,TOY-03,Unit I,Weaving,Toyota,21700,21700,100.0
2026-07-17,1,TOY-04,Unit I,Weaving,Toyota,21700,20587,94.87
2026-07-17,1,TOY-05,Unit I,Weaving,Toyota,21700,21296,98.14
2026-07-17,1,TOY-06,Unit I,Weaving,Toyota,21700,21700,100.0
2026-07-17,1,TOY-07,Unit I,Weaving,Toyota,21700,20901,96.32
2026-07-17,1,TOY-08,Unit I,Weaving,Toyota,21700,16319,75.21
2026-07-17,1,TOY-09,Unit I,Weaving,Toyota,21700,21121,97.34
2026-07-17,1,TOY-10,Unit I,Weaving,Toyota,21700,20024,92.28
2026-07-17,1,TOY-11,Unit I,Weaving,Toyota,21700,20067,92.48
2026-07-17,1,TOY-12,Unit I,Weaving,Toyota,21700,18965,87.4
2026-07-17,1,TOY-13,Unit I,Weaving,Toyota,21700,21619,99.63
2026-07-17,1,TOY-14,Unit I,Weaving,Toyota,21700,20196,93.07
2026-07-17,1,TOY-15,Unit I,Weaving,Toyota,21700,20812,95.91
2026-07-17,1,TSU-01,Unit I,Weaving,Tsudakoma,15000,13473,89.82
2026-07-17,1,TSU-02,Unit I,Weaving,Tsudakoma,15000,14576,97.18
2026-07-17,1,TSU-03,Unit I,Weaving,Tsudakoma,15000,13678,91.19
2026-07-17,1,TSU-04,Unit I,Weaving,Tsudakoma,15000,14143,94.29
2026-07-17,1,TSU-05,Unit I,Weaving,Tsudakoma,15000,14908,99.39
2026-07-17,1,TSU-06,Unit I,Weaving,Tsudakoma,15000,14843,98.95
2026-07-17,1,TSU-07,Unit I,Weaving,Tsudakoma,15000,14233,94.89
2026-07-17,1,TSU-08,Unit I,Weaving,Tsudakoma,15000,12923,86.16
2026-07-17,1,TSU-09,Unit I,Weaving,Tsudakoma,15000,15000,100.0
2026-07-17,1,TSU-10,Unit I,Weaving,Tsudakoma,15000,15000,100.0
2026-07-17,1,SUL-01,Unit I,Weaving,Sulzer,2700,2662,98.61
2026-07-17,1,SUL-02,Unit I,Weaving,Sulzer,2700,2463,91.23
2026-07-17,1,SUL-03,Unit I,Weaving,Sulzer,2700,2549,94.43
2026-07-17,1,SUL-04,Unit I,Weaving,Sulzer,2700,2491,92.28
2026-07-17,1,SUL-05,Unit I,Weaving,Sulzer,2700,2700,100.0
2026-07-17,1,RF-01,Unit I,Spinning,RingFrame,2500,2407,96.31
2026-07-17,1,RF-02,Unit I,Spinning,RingFrame,2500,2276,91.08
2026-07-17,1,RF-03,Unit I,Spinning,RingFrame,2500,2316,92.65
2026-07-17,1,RF-04,Unit I,Spinning,RingFrame,2500,2500,100.0
2026-07-17,1,RF-05,Unit I,Spinning,RingFrame,2500,2500,100.0
2026-07-17,1,RF-06,Unit I,Spinning,RingFrame,2500,2500,100.0
2026-07-17,1,RF-07,Unit I,Spinning,RingFrame,2500,2469,98.79
2026-07-17,1,RF-08,Unit I,Spinning,RingFrame,2500,2343,93.74
2026-07-17,1,RF-09,Unit I,Spinning,RingFrame,2500,1969,78.79
2026-07-17,1,RF-10,Unit I,Spinning,RingFrame,2500,2412,96.49
2026-07-17,1,RF-11,Unit I,Spinning,RingFrame,2500,1949,77.99
2026-07-17,1,RF-12,Unit I,Spinning,RingFrame,2500,2392,95.7
2026-07-17,1,VTX-01,Unit I,Spinning,Vortex,4700,4477,95.27
2026-07-17,1,VTX-02,Unit I,Spinning,Vortex,4700,4153,88.37
2026-07-17,1,VTX-03,Unit I,Spinning,Vortex,4700,4595,97.79
2026-07-17,1,VTX-04,Unit I,Spinning,Vortex,4700,4613,98.16
2026-07-17,1,VTX-05,Unit I,Spinning,Vortex,4700,4625,98.41
2026-07-17,1,VTX-06,Unit I,Spinning,Vortex,4700,3888,82.73
2026-07-17,1,VTX-07,Unit I,Spinning,Vortex,4700,4606,98.02
2026-07-17,1,VTX-08,Unit I,Spinning,Vortex,4700,4368,92.95
2026-07-17,1,VTX-09,Unit I,Spinning,Vortex,4700,4448,94.65
2026-07-17,1,VTX-10,Unit I,Spinning,Vortex,4700,4486,95.46
2026-07-17,1,VTX-11,Unit I,Spinning,Vortex,4700,4490,95.54
2026-07-17,1,VTX-12,Unit I,Spinning,Vortex,4700,4699,99.99
2026-07-17,1,AJ-01,Unit I,Spinning,Airjet,3750,3683,98.22
2026-07-17,1,AJ-02,Unit I,Spinning,Airjet,3750,3750,100.0
2026-07-17,1,AJ-03,Unit I,Spinning,Airjet,3750,3750,100.0
2026-07-17,1,AJ-04,Unit I,Spinning,Airjet,3750,3577,95.4
2026-07-17,1,AJ-05,Unit I,Spinning,Airjet,3750,2843,75.82
2026-07-17,2,TOY-01,Unit I,Weaving,Toyota,21700,21700,100.0
2026-07-17,2,TOY-02,Unit I,Weaving,Toyota,21700,16339,75.3
2026-07-17,2,TOY-03,Unit I,Weaving,Toyota,21700,19745,90.99
2026-07-17,2,TOY-04,Unit I,Weaving,Toyota,21700,20182,93.01
2026-07-17,2,TOY-05,Unit I,Weaving,Toyota,21700,20130,92.77
2026-07-17,2,TOY-06,Unit I,Weaving,Toyota,21700,21279,98.06
2026-07-17,2,TOY-07,Unit I,Weaving,Toyota,21700,18923,87.2
2026-07-17,2,TOY-08,Unit I,Weaving,Toyota,21700,15756,72.61
2026-07-17,2,TOY-09,Unit I,Weaving,Toyota,21700,20987,96.72
2026-07-17,2,TOY-10,Unit I,Weaving,Toyota,21700,21290,98.11
2026-07-17,2,TOY-11,Unit I,Weaving,Toyota,21700,21311,98.21
2026-07-17,2,TOY-12,Unit I,Weaving,Toyota,21700,19761,91.06
2026-07-17,2,TOY-13,Unit I,Weaving,Toyota,21700,19553,90.11
2026-07-17,2,TOY-14,Unit I,Weaving,Toyota,21700,20065,92.47
2026-07-17,2,TOY-15,Unit I,Weaving,Toyota,21700,20875,96.2
2026-07-17,2,TSU-01,Unit I,Weaving,Tsudakoma,15000,15000,100.0
2026-07-17,2,TSU-02,Unit I,Weaving,Tsudakoma,15000,12714,84.76
2026-07-17,2,TSU-03,Unit I,Weaving,Tsudakoma,15000,14084,93.9
2026-07-17,2,TSU-04,Unit I,Weaving,Tsudakoma,15000,13250,88.34
2026-07-17,2,TSU-05,Unit I,Weaving,Tsudakoma,15000,13010,86.74
2026-07-17,2,TSU-06,Unit I,Weaving,Tsudakoma,15000,14975,99.83
2026-07-17,2,TSU-07,Unit I,Weaving,Tsudakoma,15000,14658,97.72
2026-07-17,2,TSU-08,Unit I,Weaving,Tsudakoma,15000,14587,97.25
2026-07-17,2,TSU-09,Unit I,Weaving,Tsudakoma,15000,14940,99.61
2026-07-17,2,TSU-10,Unit I,Weaving,Tsudakoma,15000,13890,92.6
2026-07-17,2,SUL-01,Unit I,Weaving,Sulzer,2700,2506,92.84
2026-07-17,2,SUL-02,Unit I,Weaving,Sulzer,2700,2700,100.0
2026-07-17,2,SUL-03,Unit I,Weaving,Sulzer,2700,2531,93.77
2026-07-17,2,SUL-04,Unit I,Weaving,Sulzer,2700,2664,98.68
2026-07-17,2,SUL-05,Unit I,Weaving,Sulzer,2700,2565,95.03
2026-07-17,2,RF-01,Unit I,Spinning,RingFrame,2500,2143,85.76
2026-07-17,2,RF-02,Unit I,Spinning,RingFrame,2500,2119,84.78
2026-07-17,2,RF-03,Unit I,Spinning,RingFrame,2500,2302,92.11
2026-07-17,2,RF-04,Unit I,Spinning,RingFrame,2500,2500,100.0
2026-07-17,2,RF-05,Unit I,Spinning,RingFrame,2500,2473,98.94
2026-07-17,2,RF-06,Unit I,Spinning,RingFrame,2500,2489,99.57
2026-07-17,2,RF-07,Unit I,Spinning,RingFrame,2500,2251,90.06
2026-07-17,2,RF-08,Unit I,Spinning,RingFrame,2500,2500,100.0
2026-07-17,2,RF-09,Unit I,Spinning,RingFrame,2500,2254,90.18
2026-07-17,2,RF-10,Unit I,Spinning,RingFrame,2500,2401,96.06
2026-07-17,2,RF-11,Unit I,Spinning,RingFrame,2500,1948,77.95
2026-07-17,2,RF-12,Unit I,Spinning,RingFrame,2500,2353,94.13
2026-07-17,2,VTX-01,Unit I,Spinning,Vortex,4700,4700,100.0
2026-07-17,2,VTX-02,Unit I,Spinning,Vortex,4700,4299,91.47
2026-07-17,2,VTX-03,Unit I,Spinning,Vortex,4700,4147,88.25
2026-07-17,2,VTX-04,Unit I,Spinning,Vortex,4700,4469,95.1
2026-07-17,2,VTX-05,Unit I,Spinning,Vortex,4700,4371,93.0
2026-07-17,2,VTX-06,Unit I,Spinning,Vortex,4700,4459,94.89
2026-07-17,2,VTX-07,Unit I,Spinning,Vortex,4700,4623,98.38
2026-07-17,2,VTX-08,Unit I,Spinning,Vortex,4700,4368,92.95
2026-07-17,2,VTX-09,Unit I,Spinning,Vortex,4700,4216,89.72
2026-07-17,2,VTX-10,Unit I,Spinning,Vortex,4700,4023,85.6
2026-07-17,2,VTX-11,Unit I,Spinning,Vortex,4700,4224,89.87
2026-07-17,2,VTX-12,Unit I,Spinning,Vortex,4700,4492,95.57
2026-07-17,2,AJ-01,Unit I,Spinning,Airjet,3750,3750,100.0
2026-07-17,2,AJ-02,Unit I,Spinning,Airjet,3750,3750,100.0
2026-07-17,2,AJ-03,Unit I,Spinning,Airjet,3750,3605,96.15
2026-07-17,2,AJ-04,Unit I,Spinning,Airjet,3750,3501,93.38
2026-07-17,2,AJ-05,Unit I,Spinning,Airjet,3750,3612,96.34
2026-07-17,3,TOY-01,Unit I,Weaving,Toyota,21700,20052,92.41
2026-07-17,3,TOY-02,Unit I,Weaving,Toyota,21700,18790,86.59
2026-07-17,3,TOY-03,Unit I,Weaving,Toyota,21700,20409,94.05
2026-07-17,3,TOY-04,Unit I,Weaving,Toyota,21700,20521,94.57
2026-07-17,3,TOY-05,Unit I,Weaving,Toyota,21700,18210,83.92
2026-07-17,3,TOY-06,Unit I,Weaving,Toyota,21700,20402,94.02
2026-07-17,3,TOY-07,Unit I,Weaving,Toyota,21700,21522,99.18
2026-07-17,3,TOY-08,Unit I,Weaving,Toyota,21700,15767,72.66
2026-07-17,3,TOY-09,Unit I,Weaving,Toyota,21700,19800,91.25
2026-07-17,3,TOY-10,Unit I,Weaving,Toyota,21700,21475,98.96
2026-07-17,3,TOY-11,Unit I,Weaving,Toyota,21700,19012,87.62
2026-07-17,3,TOY-12,Unit I,Weaving,Toyota,21700,21700,100.0
2026-07-17,3,TOY-13,Unit I,Weaving,Toyota,21700,20037,92.34
2026-07-17,3,TOY-14,Unit I,Weaving,Toyota,21700,20193,93.06
2026-07-17,3,TOY-15,Unit I,Weaving,Toyota,21700,19395,89.38
2026-07-17,3,TSU-01,Unit I,Weaving,Tsudakoma,15000,14533,96.89
2026-07-17,3,TSU-02,Unit I,Weaving,Tsudakoma,15000,15000,100.0
2026-07-17,3,TSU-03,Unit I,Weaving,Tsudakoma,15000,14836,98.91
2026-07-17,3,TSU-04,Unit I,Weaving,Tsudakoma,15000,13601,90.68
2026-07-17,3,TSU-05,Unit I,Weaving,Tsudakoma,15000,15000,100.0
2026-07-17,3,TSU-06,Unit I,Weaving,Tsudakoma,15000,14012,93.42
2026-07-17,3,TSU-07,Unit I,Weaving,Tsudakoma,15000,15000,100.0
2026-07-17,3,TSU-08,Unit I,Weaving,Tsudakoma,15000,14855,99.03
2026-07-17,3,TSU-09,Unit I,Weaving,Tsudakoma,15000,12042,80.28
2026-07-17,3,TSU-10,Unit I,Weaving,Tsudakoma,15000,13496,89.98
2026-07-17,3,SUL-01,Unit I,Weaving,Sulzer,2700,2692,99.72
2026-07-17,3,SUL-02,Unit I,Weaving,Sulzer,2700,2585,95.76
2026-07-17,3,SUL-03,Unit I,Weaving,Sulzer,2700,2426,89.88
2026-07-17,3,SUL-04,Unit I,Weaving,Sulzer,2700,2479,91.83
2026-07-17,3,SUL-05,Unit I,Weaving,Sulzer,2700,2307,85.47
2026-07-17,3,RF-01,Unit I,Spinning,RingFrame,2500,2363,94.56
2026-07-17,3,RF-02,Unit I,Spinning,RingFrame,2500,2500,100.0
2026-07-17,3,RF-03,Unit I,Spinning,RingFrame,2500,2475,99.02
2026-07-17,3,RF-04,Unit I,Spinning,RingFrame,2500,2500,100.0
2026-07-17,3,RF-05,Unit I,Spinning,RingFrame,2500,2485,99.41
